"sciname","nutrient","sex","age","median_ear","median_ear_perc"
"Metapenaeus macleayi","Magnesium","Children","5-9",0.436363636363636,43.6363636363636
"Metapenaeus macleayi","Phosphorus","Children","5-9",0.691358024691358,69.1358024691358
"Metapenaeus macleayi","Riboflavin","Children","5-9",140,14000
"Metapenaeus macleayi","Thiamin","Children","5-9",0.04,4
"Metapenaeus macleayi","Vitamin C","Children","5-9",0,0
"Metapenaeus macleayi","Zinc","Children","5-9",0.385,38.5
"Metapenaeus monoceros","Calcium","Children","5-9",0.122125,12.2125
"Metapenaeus monoceros","Copper","Children","5-9",1.51470588235294,151.470588235294
"Metapenaeus monoceros","Magnesium","Children","5-9",0.409090909090909,40.9090909090909
"Metapenaeus monoceros","Phosphorus","Children","5-9",0.570123456790123,57.0123456790123
"Metapenaeus monoceros","Riboflavin","Children","5-9",140,14000
"Metapenaeus monoceros","Thiamin","Children","5-9",0.04,4
"Metapenaeus monoceros","Vitamin C","Children","5-9",0,0
"Metapenaeus monoceros","Zinc","Children","5-9",0.3325,33.25
"Microgadus tomcod","Calcium","Children","5-9",0.3125,31.25
"Microgadus tomcod","Phosphorus","Children","5-9",0.501234567901235,50.1234567901235
"Microgadus tomcod","Riboflavin","Children","5-9",650,65000
"Microgadus tomcod","Thiamin","Children","5-9",0.28,28
"Micromesistius australis","Calcium","Children","5-9",0.02875,2.875
"Micromesistius australis","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Micromesistius australis","Magnesium","Children","5-9",0.372727272727273,37.2727272727273
"Micromesistius australis","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Micromesistius australis","Riboflavin","Children","5-9",540,54000
"Micromesistius australis","Vitamin C","Children","5-9",0,0
"Micromesistius australis","Zinc","Children","5-9",0.075,7.5
"Micropogonias furnieri","Calcium","Children","5-9",0.00725,0.725
"Micropogonias furnieri","Magnesium","Children","5-9",0.0545454545454545,5.45454545454545
"Micropogonias furnieri","Phosphorus","Children","5-9",0.00493827160493827,0.493827160493827
"Micropogonias undulatus","Calcium","Children","5-9",0.03125,3.125
"Micropogonias undulatus","Copper","Children","5-9",0.150294117647059,15.0294117647059
"Micropogonias undulatus","Magnesium","Children","5-9",0.361818181818182,36.1818181818182
"Micropogonias undulatus","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Micropogonias undulatus","Riboflavin","Children","5-9",200,20000
"Micropogonias undulatus","Thiamin","Children","5-9",0.155,15.5
"Micropogonias undulatus","Zinc","Children","5-9",0.1,10
"Microstomus kitt","Calcium","Children","5-9",0.0325,3.25
"Microstomus kitt","Copper","Children","5-9",0,0
"Microstomus kitt","Magnesium","Children","5-9",0.2,20
"Microstomus kitt","Phosphorus","Children","5-9",0.469135802469136,46.9135802469136
"Microstomus kitt","Riboflavin","Children","5-9",160,16000
"Microstomus kitt","Thiamin","Children","5-9",0.3,30
"Microstomus kitt","Vitamin C","Children","5-9",0,0
"Microstomus kitt","Zinc","Children","5-9",0.075,7.5
"Microstomus pacificus","Calcium","Children","5-9",0.03075,3.075
"Microstomus pacificus","Copper","Children","5-9",0.055,5.5
"Microstomus pacificus","Magnesium","Children","5-9",0.225909090909091,22.5909090909091
"Microstomus pacificus","Phosphorus","Children","5-9",0.385555555555556,38.5555555555556
"Microstomus pacificus","Riboflavin","Children","5-9",120,12000
"Microstomus pacificus","Thiamin","Children","5-9",0.12,12
"Microstomus pacificus","Vitamin C","Children","5-9",0,0
"Microstomus pacificus","Zinc","Children","5-9",0.0857,8.57
"Misgurnus anguillicaudatus","Calcium","Children","5-9",1.375,137.5
"Misgurnus anguillicaudatus","Copper","Children","5-9",0.235294117647059,23.5294117647059
"Misgurnus anguillicaudatus","Magnesium","Children","5-9",0.381818181818182,38.1818181818182
"Misgurnus anguillicaudatus","Phosphorus","Children","5-9",1.7037037037037,170.37037037037
"Misgurnus anguillicaudatus","Riboflavin","Children","5-9",2180,218000
"Misgurnus anguillicaudatus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Misgurnus anguillicaudatus","Zinc","Children","5-9",0.725,72.5
"Mizuhopecten yessoensis","Calcium","Children","5-9",0.018125,1.8125
"Mizuhopecten yessoensis","Copper","Children","5-9",0.235294117647059,23.5294117647059
"Mizuhopecten yessoensis","Magnesium","Children","5-9",0.454545454545455,45.4545454545455
"Mizuhopecten yessoensis","Phosphorus","Children","5-9",0.54320987654321,54.320987654321
"Mizuhopecten yessoensis","Riboflavin","Children","5-9",350,35000
"Mizuhopecten yessoensis","Vitamin C","Children","5-9",0.113636363636364,11.3636363636364
"Mizuhopecten yessoensis","Zinc","Children","5-9",0.525,52.5
"Molva dypterygia","Calcium","Children","5-9",0.01125,1.125
"Molva dypterygia","Copper","Children","5-9",0,0
"Molva dypterygia","Magnesium","Children","5-9",0.209090909090909,20.9090909090909
"Molva dypterygia","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Molva dypterygia","Riboflavin","Children","5-9",240,24000
"Molva dypterygia","Thiamin","Children","5-9",0.1,10
"Molva dypterygia","Vitamin C","Children","5-9",0,0
"Molva dypterygia","Zinc","Children","5-9",0.1,10
"Molva molva","Calcium","Children","5-9",0.03875,3.875
"Molva molva","Copper","Children","5-9",0.161764705882353,16.1764705882353
"Molva molva","Magnesium","Children","5-9",0.395454545454545,39.5454545454545
"Molva molva","Phosphorus","Children","5-9",0.491358024691358,49.1358024691358
"Molva molva","Riboflavin","Children","5-9",160,16000
"Molva molva","Thiamin","Children","5-9",0.16,16
"Molva molva","Vitamin C","Children","5-9",0,0
"Molva molva","Zinc","Children","5-9",0.1475,14.75
"Monodon monoceros","Calcium","Children","5-9",0.0075,0.75
"Monodon monoceros","Copper","Children","5-9",0.102941176470588,10.2941176470588
"Monodon monoceros","Magnesium","Children","5-9",0.145454545454545,14.5454545454545
"Monodon monoceros","Phosphorus","Children","5-9",0.391358024691358,39.1358024691358
"Monodon monoceros","Riboflavin","Children","5-9",860,86000
"Monodon monoceros","Thiamin","Children","5-9",0.06,6
"Monodon monoceros","Zinc","Children","5-9",1.05,105
"Monodontidae, balaenidae","Calcium","Children","5-9",0.00625,0.625
"Monodontidae, balaenidae","Magnesium","Children","5-9",0.231818181818182,23.1818181818182
"Monodontidae, balaenidae","Riboflavin","Children","5-9",414,41400
"Monodontidae, balaenidae","Thiamin","Children","5-9",0.028,2.8
"Monodontidae, balaenidae","Vitamin C","Children","5-9",0,0
"Monodontidae, balaenidae","Zinc","Children","5-9",0.4825,48.25
"Monopterus albus","Calcium","Children","5-9",0.65625,65.625
"Monopterus albus","Zinc","Children","5-9",0.35,35
"Morone americana gmelin, perca flavescens","Calcium","Children","5-9",0.033,3.3
"Morone americana gmelin, perca flavescens","Copper","Children","5-9",0.25,25
"Morone americana gmelin, perca flavescens","Magnesium","Children","5-9",0.259090909090909,25.9090909090909
"Morone americana gmelin, perca flavescens","Phosphorus","Children","5-9",0.517283950617284,51.7283950617284
"Morone americana gmelin, perca flavescens","Riboflavin","Children","5-9",165,16500
"Morone americana gmelin, perca flavescens","Thiamin","Children","5-9",0.23,23
"Morone americana gmelin, perca flavescens","Vitamin C","Children","5-9",0,0
"Morone americana gmelin, perca flavescens","Zinc","Children","5-9",0.2775,27.75
"Morone saxatilis","Calcium","Children","5-9",0.01875,1.875
"Morone saxatilis","Copper","Children","5-9",0.0911764705882353,9.11764705882353
"Morone saxatilis","Magnesium","Children","5-9",0.363636363636364,36.3636363636364
"Morone saxatilis","Phosphorus","Children","5-9",0.488888888888889,48.8888888888889
"Morone saxatilis","Thiamin","Children","5-9",0.2,20
"Morone saxatilis","Zinc","Children","5-9",0.1,10
"Morone saxatillis","Calcium","Children","5-9",0.01875,1.875
"Morone saxatillis","Copper","Children","5-9",0.0911764705882353,9.11764705882353
"Morone saxatillis","Magnesium","Children","5-9",0.363636363636364,36.3636363636364
"Morone saxatillis","Phosphorus","Children","5-9",0.488888888888889,48.8888888888889
"Morone saxatillis","Riboflavin","Children","5-9",60,6000
"Morone saxatillis","Thiamin","Children","5-9",0.2,20
"Morone saxatillis","Zinc","Children","5-9",0.0875,8.75
"Mugil cephalus","Calcium","Children","5-9",0.046875,4.6875
"Mugil cephalus","Copper","Children","5-9",1.10794117647059,110.794117647059
"Mugil cephalus","Magnesium","Children","5-9",0.218181818181818,21.8181818181818
"Mugil cephalus","Phosphorus","Children","5-9",0.555555555555556,55.5555555555556
"Mugil cephalus","Riboflavin","Children","5-9",200,20000
"Mugil cephalus","Thiamin","Children","5-9",0.16,16
"Mugil cephalus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Mugil cephalus","Zinc","Children","5-9",0.1478375,14.78375
"Mullus barbatus","Calcium","Children","5-9",0.0825,8.25
"Mullus barbatus","Copper","Children","5-9",3.61617647058823,361.617647058824
"Mullus barbatus","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Mullus barbatus","Zinc","Children","5-9",0.6,60
"Muraenesox cinereus","Calcium","Children","5-9",0.09875,9.875
"Muraenesox cinereus","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Muraenesox cinereus","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Muraenesox cinereus","Phosphorus","Children","5-9",0.691358024691358,69.1358024691358
"Muraenesox cinereus","Riboflavin","Children","5-9",360,36000
"Muraenesox cinereus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Muraenesox cinereus","Zinc","Children","5-9",0.15,15
"Mustelus spp. galeorhinus galeus, carcharinus tilstoni","Calcium","Children","5-9",0.0125,1.25
"Mustelus spp. galeorhinus galeus, carcharinus tilstoni","Copper","Children","5-9",0.0970588235294118,9.70588235294118
"Mustelus spp. galeorhinus galeus, carcharinus tilstoni","Magnesium","Children","5-9",0.309090909090909,30.9090909090909
"Mustelus spp. galeorhinus galeus, carcharinus tilstoni","Phosphorus","Children","5-9",0.51358024691358,51.358024691358
"Mustelus spp. galeorhinus galeus, carcharinus tilstoni","Riboflavin","Children","5-9",120,12000
"Mustelus spp. galeorhinus galeus, carcharinus tilstoni","Vitamin C","Children","5-9",0,0
"Mustelus spp. galeorhinus galeus, carcharinus tilstoni","Zinc","Children","5-9",0.085,8.5
"Mya arenaria","Calcium","Children","5-9",0.06625,6.625
"Mya arenaria","Copper","Children","5-9",1.70588235294118,170.588235294118
"Mya arenaria","Phosphorus","Children","5-9",0.375308641975309,37.5308641975309
"Mya arenaria","Riboflavin","Children","5-9",270,27000
"Mya arenaria","Thiamin","Children","5-9",0.02,2
"Mya arenaria","Zinc","Children","5-9",0.425,42.5
"Myoxocephalus scorpius","Copper","Children","5-9",1.72058823529412,172.058823529412
"Myoxocephalus scorpius","Zinc","Children","5-9",1.7875,178.75
"Mystus aor","Calcium","Children","5-9",0.01375,1.375
"Mystus aor","Copper","Children","5-9",0.264705882352941,26.4705882352941
"Mystus aor","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Mystus aor","Phosphorus","Children","5-9",0.251851851851852,25.1851851851852
"Mystus aor","Riboflavin","Children","5-9",160,16000
"Mystus aor","Thiamin","Children","5-9",0.14,14
"Mystus aor","Zinc","Children","5-9",0.0575,5.75
"Mystus cavasius","Calcium","Children","5-9",0.2625,26.25
"Mystus cavasius","Copper","Children","5-9",0.263235294117647,26.3235294117647
"Mystus cavasius","Magnesium","Children","5-9",0.2,20
"Mystus cavasius","Phosphorus","Children","5-9",0.481481481481481,48.1481481481482
"Mystus cavasius","Riboflavin","Children","5-9",60,6000
"Mystus cavasius","Thiamin","Children","5-9",0.02,2
"Mystus cavasius","Zinc","Children","5-9",0.2725,27.25
"Mystus seenghala","Calcium","Children","5-9",0.475,47.5
"Mystus seenghala","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Mystus seenghala","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Mystus seenghala","Phosphorus","Children","5-9",0.444444444444444,44.4444444444444
"Mystus seenghala","Riboflavin","Children","5-9",160,16000
"Mystus seenghala","Thiamin","Children","5-9",0.14,14
"Mystus seenghala","Zinc","Children","5-9",0.0575,5.75
"Mystus tengara, mystus bleekeri, mystus gulio, mystus vittatus","Calcium","Children","5-9",0.78375,78.375
"Mystus tengara, mystus bleekeri, mystus gulio, mystus vittatus","Copper","Children","5-9",0.529411764705882,52.9411764705882
"Mystus tengara, mystus bleekeri, mystus gulio, mystus vittatus","Magnesium","Children","5-9",0.2,20
"Mystus tengara, mystus bleekeri, mystus gulio, mystus vittatus","Phosphorus","Children","5-9",0.859259259259259,85.9259259259259
"Mystus tengara, mystus bleekeri, mystus gulio, mystus vittatus","Riboflavin","Children","5-9",80,8000
"Mystus tengara, mystus bleekeri, mystus gulio, mystus vittatus","Thiamin","Children","5-9",0.02,2
"Mystus tengara, mystus bleekeri, mystus gulio, mystus vittatus","Zinc","Children","5-9",0.1925,19.25
"Mystus vittatus","Calcium","Children","5-9",1.36625,136.625
"Mystus vittatus","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Mystus vittatus","Zinc","Children","5-9",0.775,77.5
"Mytilus coruscus","Calcium","Children","5-9",0.08,8
"Mytilus coruscus","Copper","Children","5-9",0.470588235294118,47.0588235294118
"Mytilus coruscus","Magnesium","Children","5-9",0.445454545454545,44.5454545454545
"Mytilus coruscus","Phosphorus","Children","5-9",0.344444444444444,34.4444444444444
"Mytilus coruscus","Riboflavin","Children","5-9",400,40000
"Mytilus coruscus","Thiamin","Children","5-9",0.12,12
"Mytilus coruscus","Vitamin C","Children","5-9",0.163636363636364,16.3636363636364
"Mytilus coruscus","Zinc","Children","5-9",0.45625,45.625
"Mytilus coruscus, mytilus galloprovincialis","Calcium","Children","5-9",0.05375,5.375
"Mytilus coruscus, mytilus galloprovincialis","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Mytilus coruscus, mytilus galloprovincialis","Magnesium","Children","5-9",0.663636363636364,66.3636363636364
"Mytilus coruscus, mytilus galloprovincialis","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Mytilus coruscus, mytilus galloprovincialis","Riboflavin","Children","5-9",740,74000
"Mytilus coruscus, mytilus galloprovincialis","Vitamin C","Children","5-9",0.227272727272727,22.7272727272727
"Mytilus coruscus, mytilus galloprovincialis","Zinc","Children","5-9",0.25,25
"Mytilus edulis","Calcium","Children","5-9",0.035,3.5
"Mytilus edulis","Copper","Children","5-9",0.358823529411765,35.8823529411765
"Mytilus edulis","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Mytilus edulis","Phosphorus","Children","5-9",0.48641975308642,48.641975308642
"Mytilus edulis","Riboflavin","Children","5-9",460,46000
"Mytilus edulis","Thiamin","Children","5-9",0.32,32
"Mytilus edulis","Vitamin C","Children","5-9",0.363636363636364,36.3636363636364
"Mytilus edulis","Zinc","Children","5-9",0.5475,54.75
"Mytilus galloprovincialis","Calcium","Children","5-9",0.08625,8.625
"Mytilus galloprovincialis","Copper","Children","5-9",0.852941176470588,85.2941176470588
"Mytilus galloprovincialis","Magnesium","Children","5-9",0.536363636363636,53.6363636363636
"Mytilus galloprovincialis","Phosphorus","Children","5-9",0.479012345679012,47.9012345679012
"Mytilus galloprovincialis","Riboflavin","Children","5-9",500,50000
"Mytilus galloprovincialis","Thiamin","Children","5-9",0.16,16
"Mytilus galloprovincialis","Vitamin C","Children","5-9",0.363636363636364,36.3636363636364
"Mytilus galloprovincialis","Zinc","Children","5-9",0.6975,69.75
"Mytilus galloprovinvialis","Calcium","Children","5-9",0.11,11
"Mytilus galloprovinvialis","Copper","Children","5-9",3.23529411764706,323.529411764706
"Mytilus galloprovinvialis","Magnesium","Children","5-9",0.4,40
"Mytilus galloprovinvialis","Zinc","Children","5-9",1.15,115
"Mytilus platensis spp.","Calcium","Children","5-9",0.11,11
"Mytilus platensis spp.","Phosphorus","Children","5-9",0.582716049382716,58.2716049382716
"Mytilus platensis spp.","Riboflavin","Children","5-9",610,61000
"Mytilus platensis spp.","Thiamin","Children","5-9",0.098,9.8
"Nandus nandus","Calcium","Children","5-9",1.135,113.5
"Nandus nandus","Copper","Children","5-9",0.101470588235294,10.1470588235294
"Nandus nandus","Magnesium","Children","5-9",0.4,40
"Nandus nandus","Phosphorus","Children","5-9",1.52962962962963,152.962962962963
"Nandus nandus","Zinc","Children","5-9",0.3775,37.75
"Nemadactylus macropterus, other species","Calcium","Children","5-9",0.06875,6.875
"Nemadactylus macropterus, other species","Copper","Children","5-9",0,0
"Nemadactylus macropterus, other species","Magnesium","Children","5-9",0.236363636363636,23.6363636363636
"Nemadactylus macropterus, other species","Phosphorus","Children","5-9",0.651851851851852,65.1851851851852
"Nemadactylus macropterus, other species","Riboflavin","Children","5-9",140,14000
"Nemadactylus macropterus, other species","Vitamin C","Children","5-9",0,0
"Nemadactylus macropterus, other species","Zinc","Children","5-9",0.1,10
"Nemipterus bleekeri","Calcium","Children","5-9",0.0803,8.03
"Nemipterus japonicus","Calcium","Children","5-9",0.9982875,99.82875
"Nemipterus virgatus","Calcium","Children","5-9",0.055,5.5
"Nemipterus virgatus","Phosphorus","Children","5-9",0.602469135802469,60.2469135802469
"Nemipterus virgatus","Riboflavin","Children","5-9",360,36000
"Nemipterus virgatus","Thiamin","Children","5-9",0.24,24
"Nemipterus virgatus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Nemipterus virgatus, nemipterus bathybius","Calcium","Children","5-9",0.0575,5.75
"Nemipterus virgatus, nemipterus bathybius","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Nemipterus virgatus, nemipterus bathybius","Magnesium","Children","5-9",0.236363636363636,23.6363636363636
"Nemipterus virgatus, nemipterus bathybius","Phosphorus","Children","5-9",0.493827160493827,49.3827160493827
"Nemipterus virgatus, nemipterus bathybius","Riboflavin","Children","5-9",160,16000
"Nemipterus virgatus, nemipterus bathybius","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Nemipterus virgatus, nemipterus bathybius","Zinc","Children","5-9",0.1,10
"Neochelon falcipinnis","Zinc","Children","5-9",0.0075,0.75
"Neolissochilus hexagonolepis","Calcium","Children","5-9",1.46875,146.875
"Neolissochilus hexagonolepis","Zinc","Children","5-9",0.4,40
"Nephrops norvegicus","Calcium","Children","5-9",0.1,10
"Nephrops norvegicus","Copper","Children","5-9",2.10294117647059,210.294117647059
"Nephrops norvegicus","Magnesium","Children","5-9",0.463636363636364,46.3636363636364
"Nephrops norvegicus","Phosphorus","Children","5-9",0.622222222222222,62.2222222222222
"Nephrops norvegicus","Riboflavin","Children","5-9",140,14000
"Nephrops norvegicus","Thiamin","Children","5-9",0.04,4
"Nephrops norvegicus","Vitamin C","Children","5-9",0.109090909090909,10.9090909090909
"Nephrops norvegicus","Zinc","Children","5-9",0.43625,43.625
"Neptunea polycostata, neptunea arthritica, buccinum middendorffi","Calcium","Children","5-9",0.075,7.5
"Neptunea polycostata, neptunea arthritica, buccinum middendorffi","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Neptunea polycostata, neptunea arthritica, buccinum middendorffi","Magnesium","Children","5-9",0.836363636363636,83.6363636363636
"Neptunea polycostata, neptunea arthritica, buccinum middendorffi","Phosphorus","Children","5-9",0.296296296296296,29.6296296296296
"Neptunea polycostata, neptunea arthritica, buccinum middendorffi","Riboflavin","Children","5-9",240,24000
"Neptunea polycostata, neptunea arthritica, buccinum middendorffi","Vitamin C","Children","5-9",0,0
"Neptunea polycostata, neptunea arthritica, buccinum middendorffi","Zinc","Children","5-9",0.3,30
"Notopterus notopterus","Calcium","Children","5-9",0.5125,51.25
"Notopterus notopterus","Copper","Children","5-9",0.158823529411765,15.8823529411765
"Notopterus notopterus","Magnesium","Children","5-9",0.313636363636364,31.3636363636364
"Notopterus notopterus","Phosphorus","Children","5-9",0.888888888888889,88.8888888888889
"Notopterus notopterus","Riboflavin","Children","5-9",160,16000
"Notopterus notopterus","Thiamin","Children","5-9",0.24,24
"Notopterus notopterus","Zinc","Children","5-9",0.2925,29.25
"Notothenia gibberifrons","Phosphorus","Children","5-9",0.271604938271605,27.1604938271605
"Notothenia neglecta","Phosphorus","Children","5-9",0.320987654320988,32.0987654320988
"Notropis hudsonius","Copper","Children","5-9",0.352941176470588,35.2941176470588
"Nymphaea lotus","Calcium","Children","5-9",0.0445,4.45
"Nymphaea lotus","Copper","Children","5-9",1.23529411764706,123.529411764706
"Nymphaea lotus","Magnesium","Children","5-9",0.118181818181818,11.8181818181818
"Nymphaea lotus","Zinc","Children","5-9",0.5475,54.75
"Oblada melanura","Calcium","Children","5-9",0.04,4
"Oblada melanura","Copper","Children","5-9",1.76470588235294,176.470588235294
"Oblada melanura","Magnesium","Children","5-9",0.154545454545455,15.4545454545455
"Oblada melanura","Zinc","Children","5-9",0.35,35
"Octopus vulgaris","Calcium","Children","5-9",0.0425,4.25
"Octopus vulgaris","Copper","Children","5-9",2.52941176470588,252.941176470588
"Octopus vulgaris","Magnesium","Children","5-9",0.5,50
"Octopus vulgaris","Phosphorus","Children","5-9",0.460493827160494,46.0493827160494
"Octopus vulgaris","Riboflavin","Children","5-9",180,18000
"Octopus vulgaris","Thiamin","Children","5-9",0.1,10
"Octopus vulgaris","Vitamin C","Children","5-9",0.113636363636364,11.3636363636364
"Octopus vulgaris","Zinc","Children","5-9",0.7725,77.25
"Odobenus rosmarus","Calcium","Children","5-9",0.020625,2.0625
"Odobenus rosmarus","Copper","Children","5-9",0.294117647058824,29.4117647058824
"Odobenus rosmarus","Magnesium","Children","5-9",0.181818181818182,18.1818181818182
"Odobenus rosmarus","Phosphorus","Children","5-9",0.437037037037037,43.7037037037037
"Odobenus rosmarus","Riboflavin","Children","5-9",640,64000
"Odobenus rosmarus","Thiamin","Children","5-9",0.16,16
"Odobenus rosmarus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Odobenus rosmarus","Zinc","Children","5-9",1.175,117.5
"Odontesthes bonariensis","Calcium","Children","5-9",0.025,2.5
"Odontesthes bonariensis","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Odontesthes incisa","Calcium","Children","5-9",0.85,85
"Odontesthes incisa","Phosphorus","Children","5-9",1.45679012345679,145.679012345679
"Ommastrephes bartramii","Calcium","Children","5-9",0.015,1.5
"Ommastrephes bartramii","Copper","Children","5-9",0.617647058823529,61.7647058823529
"Ommastrephes bartramii","Magnesium","Children","5-9",0.418181818181818,41.8181818181818
"Ommastrephes bartramii","Phosphorus","Children","5-9",0.691358024691358,69.1358024691358
"Ommastrephes bartramii","Riboflavin","Children","5-9",40,4000
"Ommastrephes bartramii","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Ommastrephes bartramii","Zinc","Children","5-9",0.3,30
"Ompok pabda","Calcium","Children","5-9",0.22375,22.375
"Ompok pabda","Copper","Children","5-9",0.194117647058824,19.4117647058824
"Ompok pabda","Magnesium","Children","5-9",0.186363636363636,18.6363636363636
"Ompok pabda","Phosphorus","Children","5-9",0.51358024691358,51.358024691358
"Ompok pabda","Riboflavin","Children","5-9",120,12000
"Ompok pabda","Thiamin","Children","5-9",0.06,6
"Ompok pabda","Zinc","Children","5-9",0.26875,26.875
"Oncorhynchus gorbuscha","Calcium","Children","5-9",0.01625,1.625
"Oncorhynchus gorbuscha","Copper","Children","5-9",0.216176470588235,21.6176470588235
"Oncorhynchus gorbuscha","Magnesium","Children","5-9",0.245454545454545,24.5454545454545
"Oncorhynchus gorbuscha","Phosphorus","Children","5-9",0.567901234567901,56.7901234567901
"Oncorhynchus gorbuscha","Riboflavin","Children","5-9",120,12000
"Oncorhynchus gorbuscha","Thiamin","Children","5-9",0.34,34
"Oncorhynchus gorbuscha","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Oncorhynchus gorbuscha","Zinc","Children","5-9",0.1375,13.75
"Oncorhynchus keta","Calcium","Children","5-9",0.015,1.5
"Oncorhynchus keta","Copper","Children","5-9",0.161764705882353,16.1764705882353
"Oncorhynchus keta","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Oncorhynchus keta","Phosphorus","Children","5-9",0.698765432098765,69.8765432098765
"Oncorhynchus keta","Riboflavin","Children","5-9",360,36000
"Oncorhynchus keta","Thiamin","Children","5-9",0.16,16
"Oncorhynchus keta","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Oncorhynchus keta","Zinc","Children","5-9",0.1175,11.75
"Oncorhynchus kisutch","Calcium","Children","5-9",0.045,4.5
"Oncorhynchus kisutch","Copper","Children","5-9",0.15,15
"Oncorhynchus kisutch","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Oncorhynchus kisutch","Phosphorus","Children","5-9",0.646913580246914,64.6913580246914
"Oncorhynchus kisutch","Riboflavin","Children","5-9",280,28000
"Oncorhynchus kisutch","Thiamin","Children","5-9",0.2,20
"Oncorhynchus kisutch","Vitamin C","Children","5-9",0.0590909090909091,5.90909090909091
"Oncorhynchus kisutch","Zinc","Children","5-9",0.1025,10.25
"Oncorhynchus masou","Calcium","Children","5-9",0.03375,3.375
"Oncorhynchus masou","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Oncorhynchus masou","Magnesium","Children","5-9",0.254545454545455,25.4545454545455
"Oncorhynchus masou","Phosphorus","Children","5-9",0.641975308641975,64.1975308641975
"Oncorhynchus masou","Riboflavin","Children","5-9",320,32000
"Oncorhynchus masou","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Oncorhynchus masou","Zinc","Children","5-9",0.2,20
"Oncorhynchus mykiss","Calcium","Children","5-9",0.03125,3.125
"Oncorhynchus mykiss","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Oncorhynchus mykiss","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Oncorhynchus mykiss","Phosphorus","Children","5-9",0.602469135802469,60.2469135802469
"Oncorhynchus mykiss","Riboflavin","Children","5-9",220,22000
"Oncorhynchus mykiss","Thiamin","Children","5-9",0.3,30
"Oncorhynchus mykiss","Vitamin C","Children","5-9",0.109090909090909,10.9090909090909
"Oncorhynchus mykiss","Zinc","Children","5-9",0.14125,14.125
"Oncorhynchus nerka","Calcium","Children","5-9",0.0075,0.75
"Oncorhynchus nerka","Copper","Children","5-9",0.152941176470588,15.2941176470588
"Oncorhynchus nerka","Magnesium","Children","5-9",0.218181818181818,21.8181818181818
"Oncorhynchus nerka","Phosphorus","Children","5-9",0.549382716049383,54.9382716049383
"Oncorhynchus nerka","Riboflavin","Children","5-9",300,30000
"Oncorhynchus nerka","Thiamin","Children","5-9",0.34,34
"Oncorhynchus nerka","Vitamin C","Children","5-9",0,0
"Oncorhynchus nerka","Zinc","Children","5-9",0.125,12.5
"Oncorhynchus tshawytscha","Calcium","Children","5-9",0.0275,2.75
"Oncorhynchus tshawytscha","Copper","Children","5-9",0.120588235294118,12.0588235294118
"Oncorhynchus tshawytscha","Magnesium","Children","5-9",0.863636363636364,86.3636363636364
"Oncorhynchus tshawytscha","Phosphorus","Children","5-9",0.71358024691358,71.358024691358
"Oncorhynchus tshawytscha","Riboflavin","Children","5-9",240,24000
"Oncorhynchus tshawytscha","Thiamin","Children","5-9",0.2,20
"Oncorhynchus tshawytscha","Vitamin C","Children","5-9",0.0909090909090909,9.09090909090909
"Oncorhynchus tshawytscha","Zinc","Children","5-9",0.11,11
"Oncorhynchus, salmo spp.","Calcium","Children","5-9",0.01625,1.625
"Oncorhynchus, salmo spp.","Copper","Children","5-9",0.588235294117647,58.8235294117647
"Oncorhynchus, salmo spp.","Magnesium","Children","5-9",0.481818181818182,48.1818181818182
"Oncorhynchus, salmo spp.","Phosphorus","Children","5-9",0.65679012345679,65.679012345679
"Oncorhynchus, salmo spp.","Riboflavin","Children","5-9",340,34000
"Oncorhynchus, salmo spp.","Thiamin","Children","5-9",0.34,34
